image_id,image_filename,image_doi,cell_id,bethesda_system,nucleus_x,nucleus_y
257,3b536324e212ad03ae37afcf97d0c760.png,10.6084/m9.figshare.12230426,3771,Negative for intraepithelial lesion,795,460
257,3b536324e212ad03ae37afcf97d0c760.png,10.6084/m9.figshare.12230426,3772,Negative for intraepithelial lesion,704,442
257,3b536324e212ad03ae37afcf97d0c760.png,10.6084/m9.figshare.12230426,3773,Negative for intraepithelial lesion,678,399
257,3b536324e212ad03ae37afcf97d0c760.png,10.6084/m9.figshare.12230426,3774,Negative for intraepithelial lesion,757,310
257,3b536324e212ad03ae37afcf97d0c760.png,10.6084/m9.figshare.12230426,3775,Negative for intraepithelial lesion,718,394
257,3b536324e212ad03ae37afcf97d0c760.png,10.6084/m9.figshare.12230426,3776,Negative for intraepithelial lesion,695,395
257,3b536324e212ad03ae37afcf97d0c760.png,10.6084/m9.figshare.12230426,3777,Negative for intraepithelial lesion,948,456
257,3b536324e212ad03ae37afcf97d0c760.png,10.6084/m9.figshare.12230426,3778,Negative for intraepithelial lesion,913,492
257,3b536324e212ad03ae37afcf97d0c760.png,10.6084/m9.figshare.12230426,3779,Negative for intraepithelial lesion,1102,526
257,3b536324e212ad03ae37afcf97d0c760.png,10.6084/m9.figshare.12230426,3780,Negative for intraepithelial lesion,950,566
257,3b536324e212ad03ae37afcf97d0c760.png,10.6084/m9.figshare.12230426,3781,Negative for intraepithelial lesion,920,722
257,3b536324e212ad03ae37afcf97d0c760.png,10.6084/m9.figshare.12230426,3782,LSIL,859,672
257,3b536324e212ad03ae37afcf97d0c760.png,10.6084/m9.figshare.12230426,3783,LSIL,879,645
257,3b536324e212ad03ae37afcf97d0c760.png,10.6084/m9.figshare.12230426,3784,LSIL,898,687
256,8932ac9bf855b72eef7390e7e486133e.png,10.6084/m9.figshare.12230423,3785,ASC-US,667,519
256,8932ac9bf855b72eef7390e7e486133e.png,10.6084/m9.figshare.12230423,3786,ASC-US,645,459
256,8932ac9bf855b72eef7390e7e486133e.png,10.6084/m9.figshare.12230423,3787,Negative for intraepithelial lesion,184,540
256,8932ac9bf855b72eef7390e7e486133e.png,10.6084/m9.figshare.12230423,3788,Negative for intraepithelial lesion,255,549
256,8932ac9bf855b72eef7390e7e486133e.png,10.6084/m9.figshare.12230423,3789,Negative for intraepithelial lesion,467,475
256,8932ac9bf855b72eef7390e7e486133e.png,10.6084/m9.figshare.12230423,3790,Negative for intraepithelial lesion,548,515
256,8932ac9bf855b72eef7390e7e486133e.png,10.6084/m9.figshare.12230423,3791,Negative for intraepithelial lesion,572,667
256,8932ac9bf855b72eef7390e7e486133e.png,10.6084/m9.figshare.12230423,3792,Negative for intraepithelial lesion,708,754
256,8932ac9bf855b72eef7390e7e486133e.png,10.6084/m9.figshare.12230423,3793,Negative for intraepithelial lesion,852,833
256,8932ac9bf855b72eef7390e7e486133e.png,10.6084/m9.figshare.12230423,3794,Negative for intraepithelial lesion,1017,703
256,8932ac9bf855b72eef7390e7e486133e.png,10.6084/m9.figshare.12230423,3795,Negative for intraepithelial lesion,1060,659
256,8932ac9bf855b72eef7390e7e486133e.png,10.6084/m9.figshare.12230423,3796,Negative for intraepithelial lesion,994,538
256,8932ac9bf855b72eef7390e7e486133e.png,10.6084/m9.figshare.12230423,3797,ASC-US,965,383
256,8932ac9bf855b72eef7390e7e486133e.png,10.6084/m9.figshare.12230423,3798,ASC-US,955,352
256,8932ac9bf855b72eef7390e7e486133e.png,10.6084/m9.figshare.12230423,3799,LSIL,723,607
256,8932ac9bf855b72eef7390e7e486133e.png,10.6084/m9.figshare.12230423,3800,LSIL,727,547
256,8932ac9bf855b72eef7390e7e486133e.png,10.6084/m9.figshare.12230423,3801,Negative for intraepithelial lesion,5,328
255,550a723278b6eb460f4cf76bd5dbaff0.png,10.6084/m9.figshare.12230420,3802,ASC-US,620,399
255,550a723278b6eb460f4cf76bd5dbaff0.png,10.6084/m9.figshare.12230420,3803,ASC-US,610,438
255,550a723278b6eb460f4cf76bd5dbaff0.png,10.6084/m9.figshare.12230420,3804,Negative for intraepithelial lesion,478,137
255,550a723278b6eb460f4cf76bd5dbaff0.png,10.6084/m9.figshare.12230420,3805,Negative for intraepithelial lesion,758,93
255,550a723278b6eb460f4cf76bd5dbaff0.png,10.6084/m9.figshare.12230420,3806,Negative for intraepithelial lesion,838,182
255,550a723278b6eb460f4cf76bd5dbaff0.png,10.6084/m9.figshare.12230420,3807,Negative for intraepithelial lesion,308,567
255,550a723278b6eb460f4cf76bd5dbaff0.png,10.6084/m9.figshare.12230420,3808,Negative for intraepithelial lesion,194,682
255,550a723278b6eb460f4cf76bd5dbaff0.png,10.6084/m9.figshare.12230420,3809,Negative for intraepithelial lesion,128,158
255,550a723278b6eb460f4cf76bd5dbaff0.png,10.6084/m9.figshare.12230420,3810,Negative for intraepithelial lesion,719,377
255,550a723278b6eb460f4cf76bd5dbaff0.png,10.6084/m9.figshare.12230420,3811,Negative for intraepithelial lesion,858,462
255,550a723278b6eb460f4cf76bd5dbaff0.png,10.6084/m9.figshare.12230420,3812,Negative for intraepithelial lesion,703,94
255,550a723278b6eb460f4cf76bd5dbaff0.png,10.6084/m9.figshare.12230420,3813,Negative for intraepithelial lesion,514,50
255,550a723278b6eb460f4cf76bd5dbaff0.png,10.6084/m9.figshare.12230420,3814,Negative for intraepithelial lesion,349,30
255,550a723278b6eb460f4cf76bd5dbaff0.png,10.6084/m9.figshare.12230420,3815,Negative for intraepithelial lesion,940,570
255,550a723278b6eb460f4cf76bd5dbaff0.png,10.6084/m9.figshare.12230420,3816,Negative for intraepithelial lesion,1240,680
255,550a723278b6eb460f4cf76bd5dbaff0.png,10.6084/m9.figshare.12230420,3817,Negative for intraepithelial lesion,1244,720
255,550a723278b6eb460f4cf76bd5dbaff0.png,10.6084/m9.figshare.12230420,3818,Negative for intraepithelial lesion,1190,693
255,550a723278b6eb460f4cf76bd5dbaff0.png,10.6084/m9.figshare.12230420,3819,Negative for intraepithelial lesion,1183,658
255,550a723278b6eb460f4cf76bd5dbaff0.png,10.6084/m9.figshare.12230420,3820,Negative for intraepithelial lesion,1167,625
255,550a723278b6eb460f4cf76bd5dbaff0.png,10.6084/m9.figshare.12230420,3821,Negative for intraepithelial lesion,1143,688
255,550a723278b6eb460f4cf76bd5dbaff0.png,10.6084/m9.figshare.12230420,3822,Negative for intraepithelial lesion,1202,766
255,550a723278b6eb460f4cf76bd5dbaff0.png,10.6084/m9.figshare.12230420,3823,Negative for intraepithelial lesion,1129,780
255,550a723278b6eb460f4cf76bd5dbaff0.png,10.6084/m9.figshare.12230420,3824,Negative for intraepithelial lesion,1003,831
255,550a723278b6eb460f4cf76bd5dbaff0.png,10.6084/m9.figshare.12230420,3825,Negative for intraepithelial lesion,1025,795
255,550a723278b6eb460f4cf76bd5dbaff0.png,10.6084/m9.figshare.12230420,3826,Negative for intraepithelial lesion,1095,816
255,550a723278b6eb460f4cf76bd5dbaff0.png,10.6084/m9.figshare.12230420,3827,Negative for intraepithelial lesion,1073,808
255,550a723278b6eb460f4cf76bd5dbaff0.png,10.6084/m9.figshare.12230420,3828,Negative for intraepithelial lesion,1045,756
255,550a723278b6eb460f4cf76bd5dbaff0.png,10.6084/m9.figshare.12230420,3829,Negative for intraepithelial lesion,1038,730
255,550a723278b6eb460f4cf76bd5dbaff0.png,10.6084/m9.figshare.12230420,3830,Negative for intraepithelial lesion,1029,744
255,550a723278b6eb460f4cf76bd5dbaff0.png,10.6084/m9.figshare.12230420,3831,Negative for intraepithelial lesion,1007,694
255,550a723278b6eb460f4cf76bd5dbaff0.png,10.6084/m9.figshare.12230420,3832,Negative for intraepithelial lesion,1003,674
255,550a723278b6eb460f4cf76bd5dbaff0.png,10.6084/m9.figshare.12230420,3833,Negative for intraepithelial lesion,922,754
255,550a723278b6eb460f4cf76bd5dbaff0.png,10.6084/m9.figshare.12230420,3834,Negative for intraepithelial lesion,1077,490
255,550a723278b6eb460f4cf76bd5dbaff0.png,10.6084/m9.figshare.12230420,3835,Negative for intraepithelial lesion,1122,429
255,550a723278b6eb460f4cf76bd5dbaff0.png,10.6084/m9.figshare.12230420,3836,Negative for intraepithelial lesion,1185,525
255,550a723278b6eb460f4cf76bd5dbaff0.png,10.6084/m9.figshare.12230420,3837,Negative for intraepithelial lesion,1193,573
255,550a723278b6eb460f4cf76bd5dbaff0.png,10.6084/m9.figshare.12230420,3838,Negative for intraepithelial lesion,1248,519
255,550a723278b6eb460f4cf76bd5dbaff0.png,10.6084/m9.figshare.12230420,3839,Negative for intraepithelial lesion,14,334
255,550a723278b6eb460f4cf76bd5dbaff0.png,10.6084/m9.figshare.12230420,3840,Negative for intraepithelial lesion,19,398
255,550a723278b6eb460f4cf76bd5dbaff0.png,10.6084/m9.figshare.12230420,3841,Negative for intraepithelial lesion,720,15
255,550a723278b6eb460f4cf76bd5dbaff0.png,10.6084/m9.figshare.12230420,3842,Negative for intraepithelial lesion,828,23
255,550a723278b6eb460f4cf76bd5dbaff0.png,10.6084/m9.figshare.12230420,3843,Negative for intraepithelial lesion,667,17
254,855dda15d3be4156803b1fa32ed2a19b.png,10.6084/m9.figshare.12230417,3844,ASC-US,829,262
254,855dda15d3be4156803b1fa32ed2a19b.png,10.6084/m9.figshare.12230417,3845,Negative for intraepithelial lesion,649,556
254,855dda15d3be4156803b1fa32ed2a19b.png,10.6084/m9.figshare.12230417,3846,Negative for intraepithelial lesion,600,577
254,855dda15d3be4156803b1fa32ed2a19b.png,10.6084/m9.figshare.12230417,3847,Negative for intraepithelial lesion,534,576
254,855dda15d3be4156803b1fa32ed2a19b.png,10.6084/m9.figshare.12230417,3848,Negative for intraepithelial lesion,502,557
254,855dda15d3be4156803b1fa32ed2a19b.png,10.6084/m9.figshare.12230417,3849,Negative for intraepithelial lesion,427,881
254,855dda15d3be4156803b1fa32ed2a19b.png,10.6084/m9.figshare.12230417,3850,LSIL,532,781
254,855dda15d3be4156803b1fa32ed2a19b.png,10.6084/m9.figshare.12230417,3851,LSIL,639,440
254,855dda15d3be4156803b1fa32ed2a19b.png,10.6084/m9.figshare.12230417,3852,Negative for intraepithelial lesion,720,406
254,855dda15d3be4156803b1fa32ed2a19b.png,10.6084/m9.figshare.12230417,3853,ASC-US,851,287
252,da51093be0db6b3ccd477a6aeddc2261.png,10.6084/m9.figshare.12230411,3866,Negative for intraepithelial lesion,170,134
252,da51093be0db6b3ccd477a6aeddc2261.png,10.6084/m9.figshare.12230411,3867,Negative for intraepithelial lesion,213,180
252,da51093be0db6b3ccd477a6aeddc2261.png,10.6084/m9.figshare.12230411,3868,Negative for intraepithelial lesion,154,202
252,da51093be0db6b3ccd477a6aeddc2261.png,10.6084/m9.figshare.12230411,3869,Negative for intraepithelial lesion,247,110
252,da51093be0db6b3ccd477a6aeddc2261.png,10.6084/m9.figshare.12230411,3870,Negative for intraepithelial lesion,488,92
252,da51093be0db6b3ccd477a6aeddc2261.png,10.6084/m9.figshare.12230411,3871,Negative for intraepithelial lesion,573,73
252,da51093be0db6b3ccd477a6aeddc2261.png,10.6084/m9.figshare.12230411,3872,Negative for intraepithelial lesion,1079,115
252,da51093be0db6b3ccd477a6aeddc2261.png,10.6084/m9.figshare.12230411,3873,Negative for intraepithelial lesion,708,227
252,da51093be0db6b3ccd477a6aeddc2261.png,10.6084/m9.figshare.12230411,3874,Negative for intraepithelial lesion,404,276
252,da51093be0db6b3ccd477a6aeddc2261.png,10.6084/m9.figshare.12230411,3875,Negative for intraepithelial lesion,1048,422
252,da51093be0db6b3ccd477a6aeddc2261.png,10.6084/m9.figshare.12230411,3876,Negative for intraepithelial lesion,779,426
252,da51093be0db6b3ccd477a6aeddc2261.png,10.6084/m9.figshare.12230411,3877,Negative for intraepithelial lesion,619,327
252,da51093be0db6b3ccd477a6aeddc2261.png,10.6084/m9.figshare.12230411,3878,Negative for intraepithelial lesion,422,564
252,da51093be0db6b3ccd477a6aeddc2261.png,10.6084/m9.figshare.12230411,3879,Negative for intraepithelial lesion,313,666
252,da51093be0db6b3ccd477a6aeddc2261.png,10.6084/m9.figshare.12230411,3880,Negative for intraepithelial lesion,246,677
252,da51093be0db6b3ccd477a6aeddc2261.png,10.6084/m9.figshare.12230411,3881,Negative for intraepithelial lesion,132,661
252,da51093be0db6b3ccd477a6aeddc2261.png,10.6084/m9.figshare.12230411,3882,Negative for intraepithelial lesion,52,841
252,da51093be0db6b3ccd477a6aeddc2261.png,10.6084/m9.figshare.12230411,3883,Negative for intraepithelial lesion,300,865
252,da51093be0db6b3ccd477a6aeddc2261.png,10.6084/m9.figshare.12230411,3884,Negative for intraepithelial lesion,187,976
252,da51093be0db6b3ccd477a6aeddc2261.png,10.6084/m9.figshare.12230411,3885,Negative for intraepithelial lesion,642,824
252,da51093be0db6b3ccd477a6aeddc2261.png,10.6084/m9.figshare.12230411,3886,Negative for intraepithelial lesion,887,708
252,da51093be0db6b3ccd477a6aeddc2261.png,10.6084/m9.figshare.12230411,3887,Negative for intraepithelial lesion,1068,596
252,da51093be0db6b3ccd477a6aeddc2261.png,10.6084/m9.figshare.12230411,3888,LSIL,269,447
252,da51093be0db6b3ccd477a6aeddc2261.png,10.6084/m9.figshare.12230411,3889,LSIL,321,446
252,da51093be0db6b3ccd477a6aeddc2261.png,10.6084/m9.figshare.12230411,3890,LSIL,450,466
252,da51093be0db6b3ccd477a6aeddc2261.png,10.6084/m9.figshare.12230411,3891,LSIL,448,476
252,da51093be0db6b3ccd477a6aeddc2261.png,10.6084/m9.figshare.12230411,3892,LSIL,539,509
252,da51093be0db6b3ccd477a6aeddc2261.png,10.6084/m9.figshare.12230411,3893,LSIL,532,519
252,da51093be0db6b3ccd477a6aeddc2261.png,10.6084/m9.figshare.12230411,3894,LSIL,843,523
252,da51093be0db6b3ccd477a6aeddc2261.png,10.6084/m9.figshare.12230411,3895,LSIL,882,515
252,da51093be0db6b3ccd477a6aeddc2261.png,10.6084/m9.figshare.12230411,3896,LSIL,1213,575
252,da51093be0db6b3ccd477a6aeddc2261.png,10.6084/m9.figshare.12230411,3897,LSIL,1226,549
252,da51093be0db6b3ccd477a6aeddc2261.png,10.6084/m9.figshare.12230411,3898,LSIL,398,836
252,da51093be0db6b3ccd477a6aeddc2261.png,10.6084/m9.figshare.12230411,3899,Negative for intraepithelial lesion,551,201
252,da51093be0db6b3ccd477a6aeddc2261.png,10.6084/m9.figshare.12230411,3900,Negative for intraepithelial lesion,543,125
252,da51093be0db6b3ccd477a6aeddc2261.png,10.6084/m9.figshare.12230411,3901,Negative for intraepithelial lesion,638,245
252,da51093be0db6b3ccd477a6aeddc2261.png,10.6084/m9.figshare.12230411,3902,Negative for intraepithelial lesion,482,393
252,da51093be0db6b3ccd477a6aeddc2261.png,10.6084/m9.figshare.12230411,3903,Negative for intraepithelial lesion,530,405
252,da51093be0db6b3ccd477a6aeddc2261.png,10.6084/m9.figshare.12230411,3904,Negative for intraepithelial lesion,593,601
252,da51093be0db6b3ccd477a6aeddc2261.png,10.6084/m9.figshare.12230411,3905,Negative for intraepithelial lesion,283,320
252,da51093be0db6b3ccd477a6aeddc2261.png,10.6084/m9.figshare.12230411,3906,Negative for intraepithelial lesion,289,341
252,da51093be0db6b3ccd477a6aeddc2261.png,10.6084/m9.figshare.12230411,3907,Negative for intraepithelial lesion,493,640
252,da51093be0db6b3ccd477a6aeddc2261.png,10.6084/m9.figshare.12230411,3908,Negative for intraepithelial lesion,529,648
252,da51093be0db6b3ccd477a6aeddc2261.png,10.6084/m9.figshare.12230411,3909,Negative for intraepithelial lesion,894,243
252,da51093be0db6b3ccd477a6aeddc2261.png,10.6084/m9.figshare.12230411,3910,Negative for intraepithelial lesion,712,601
252,da51093be0db6b3ccd477a6aeddc2261.png,10.6084/m9.figshare.12230411,3911,Negative for intraepithelial lesion,259,40
252,da51093be0db6b3ccd477a6aeddc2261.png,10.6084/m9.figshare.12230411,3912,Negative for intraepithelial lesion,656,32
252,da51093be0db6b3ccd477a6aeddc2261.png,10.6084/m9.figshare.12230411,3913,Negative for intraepithelial lesion,1050,8
252,da51093be0db6b3ccd477a6aeddc2261.png,10.6084/m9.figshare.12230411,3914,Negative for intraepithelial lesion,479,995
252,da51093be0db6b3ccd477a6aeddc2261.png,10.6084/m9.figshare.12230411,3915,ASC-US,498,300
252,da51093be0db6b3ccd477a6aeddc2261.png,10.6084/m9.figshare.12230411,3916,ASC-US,756,775
252,da51093be0db6b3ccd477a6aeddc2261.png,10.6084/m9.figshare.12230411,3917,Negative for intraepithelial lesion,217,437
251,e457af606b15cffb99021a1018f1424f.png,10.6084/m9.figshare.12230405,3918,LSIL,382,253
251,e457af606b15cffb99021a1018f1424f.png,10.6084/m9.figshare.12230405,3919,LSIL,391,297
251,e457af606b15cffb99021a1018f1424f.png,10.6084/m9.figshare.12230405,3920,LSIL,819,549
251,e457af606b15cffb99021a1018f1424f.png,10.6084/m9.figshare.12230405,3921,LSIL,392,415
251,e457af606b15cffb99021a1018f1424f.png,10.6084/m9.figshare.12230405,3922,Negative for intraepithelial lesion,431,518
251,e457af606b15cffb99021a1018f1424f.png,10.6084/m9.figshare.12230405,3923,Negative for intraepithelial lesion,594,522
251,e457af606b15cffb99021a1018f1424f.png,10.6084/m9.figshare.12230405,3924,Negative for intraepithelial lesion,207,418
251,e457af606b15cffb99021a1018f1424f.png,10.6084/m9.figshare.12230405,3925,Negative for intraepithelial lesion,447,45
251,e457af606b15cffb99021a1018f1424f.png,10.6084/m9.figshare.12230405,3926,Negative for intraepithelial lesion,614,121
251,e457af606b15cffb99021a1018f1424f.png,10.6084/m9.figshare.12230405,3927,Negative for intraepithelial lesion,918,151
251,e457af606b15cffb99021a1018f1424f.png,10.6084/m9.figshare.12230405,3928,Negative for intraepithelial lesion,989,76
251,e457af606b15cffb99021a1018f1424f.png,10.6084/m9.figshare.12230405,3929,Negative for intraepithelial lesion,1156,112
251,e457af606b15cffb99021a1018f1424f.png,10.6084/m9.figshare.12230405,3930,Negative for intraepithelial lesion,1051,286
251,e457af606b15cffb99021a1018f1424f.png,10.6084/m9.figshare.12230405,3931,Negative for intraepithelial lesion,1109,446
251,e457af606b15cffb99021a1018f1424f.png,10.6084/m9.figshare.12230405,3932,Negative for intraepithelial lesion,923,432
251,e457af606b15cffb99021a1018f1424f.png,10.6084/m9.figshare.12230405,3933,Negative for intraepithelial lesion,233,897
251,e457af606b15cffb99021a1018f1424f.png,10.6084/m9.figshare.12230405,3934,Negative for intraepithelial lesion,316,820
251,e457af606b15cffb99021a1018f1424f.png,10.6084/m9.figshare.12230405,3935,Negative for intraepithelial lesion,847,6
251,e457af606b15cffb99021a1018f1424f.png,10.6084/m9.figshare.12230405,3936,Negative for intraepithelial lesion,1268,314
251,e457af606b15cffb99021a1018f1424f.png,10.6084/m9.figshare.12230405,3937,ASC-US,497,440
251,e457af606b15cffb99021a1018f1424f.png,10.6084/m9.figshare.12230405,3938,ASC-US,872,474
250,539a88e6ce009eee5398bdbada60ff23.png,10.6084/m9.figshare.12230402,3939,Negative for intraepithelial lesion,589,173
250,539a88e6ce009eee5398bdbada60ff23.png,10.6084/m9.figshare.12230402,3940,Negative for intraepithelial lesion,537,108
250,539a88e6ce009eee5398bdbada60ff23.png,10.6084/m9.figshare.12230402,3941,Negative for intraepithelial lesion,469,315
250,539a88e6ce009eee5398bdbada60ff23.png,10.6084/m9.figshare.12230402,3942,Negative for intraepithelial lesion,412,287
250,539a88e6ce009eee5398bdbada60ff23.png,10.6084/m9.figshare.12230402,3943,Negative for intraepithelial lesion,292,211
250,539a88e6ce009eee5398bdbada60ff23.png,10.6084/m9.figshare.12230402,3944,Negative for intraepithelial lesion,339,68
250,539a88e6ce009eee5398bdbada60ff23.png,10.6084/m9.figshare.12230402,3945,Negative for intraepithelial lesion,209,246
250,539a88e6ce009eee5398bdbada60ff23.png,10.6084/m9.figshare.12230402,3946,Negative for intraepithelial lesion,230,303
250,539a88e6ce009eee5398bdbada60ff23.png,10.6084/m9.figshare.12230402,3947,Negative for intraepithelial lesion,536,406
250,539a88e6ce009eee5398bdbada60ff23.png,10.6084/m9.figshare.12230402,3948,Negative for intraepithelial lesion,671,324
250,539a88e6ce009eee5398bdbada60ff23.png,10.6084/m9.figshare.12230402,3949,Negative for intraepithelial lesion,738,384
250,539a88e6ce009eee5398bdbada60ff23.png,10.6084/m9.figshare.12230402,3950,Negative for intraepithelial lesion,1119,267
250,539a88e6ce009eee5398bdbada60ff23.png,10.6084/m9.figshare.12230402,3951,Negative for intraepithelial lesion,961,584
250,539a88e6ce009eee5398bdbada60ff23.png,10.6084/m9.figshare.12230402,3952,Negative for intraepithelial lesion,1071,427
250,539a88e6ce009eee5398bdbada60ff23.png,10.6084/m9.figshare.12230402,3953,Negative for intraepithelial lesion,774,518
250,539a88e6ce009eee5398bdbada60ff23.png,10.6084/m9.figshare.12230402,3954,Negative for intraepithelial lesion,468,620
250,539a88e6ce009eee5398bdbada60ff23.png,10.6084/m9.figshare.12230402,3955,Negative for intraepithelial lesion,256,842
250,539a88e6ce009eee5398bdbada60ff23.png,10.6084/m9.figshare.12230402,3956,Negative for intraepithelial lesion,427,905
250,539a88e6ce009eee5398bdbada60ff23.png,10.6084/m9.figshare.12230402,3957,Negative for intraepithelial lesion,601,847
250,539a88e6ce009eee5398bdbada60ff23.png,10.6084/m9.figshare.12230402,3958,Negative for intraepithelial lesion,548,675
250,539a88e6ce009eee5398bdbada60ff23.png,10.6084/m9.figshare.12230402,3959,Negative for intraepithelial lesion,753,792
250,539a88e6ce009eee5398bdbada60ff23.png,10.6084/m9.figshare.12230402,3960,Negative for intraepithelial lesion,53,884
250,539a88e6ce009eee5398bdbada60ff23.png,10.6084/m9.figshare.12230402,3961,Negative for intraepithelial lesion,130,924
250,539a88e6ce009eee5398bdbada60ff23.png,10.6084/m9.figshare.12230402,3962,Negative for intraepithelial lesion,71,513
250,539a88e6ce009eee5398bdbada60ff23.png,10.6084/m9.figshare.12230402,3963,Negative for intraepithelial lesion,621,504
250,539a88e6ce009eee5398bdbada60ff23.png,10.6084/m9.figshare.12230402,3964,Negative for intraepithelial lesion,716,533
250,539a88e6ce009eee5398bdbada60ff23.png,10.6084/m9.figshare.12230402,3965,Negative for intraepithelial lesion,343,630
250,539a88e6ce009eee5398bdbada60ff23.png,10.6084/m9.figshare.12230402,3966,Negative for intraepithelial lesion,142,590
250,539a88e6ce009eee5398bdbada60ff23.png,10.6084/m9.figshare.12230402,3967,LSIL,862,385
250,539a88e6ce009eee5398bdbada60ff23.png,10.6084/m9.figshare.12230402,3968,LSIL,908,402
250,539a88e6ce009eee5398bdbada60ff23.png,10.6084/m9.figshare.12230402,3969,LSIL,919,511
250,539a88e6ce009eee5398bdbada60ff23.png,10.6084/m9.figshare.12230402,3970,LSIL,952,508
250,539a88e6ce009eee5398bdbada60ff23.png,10.6084/m9.figshare.12230402,3971,LSIL,370,492
250,539a88e6ce009eee5398bdbada60ff23.png,10.6084/m9.figshare.12230402,3972,Negative for intraepithelial lesion,36,175
250,539a88e6ce009eee5398bdbada60ff23.png,10.6084/m9.figshare.12230402,3973,Negative for intraepithelial lesion,194,20
250,539a88e6ce009eee5398bdbada60ff23.png,10.6084/m9.figshare.12230402,3974,LSIL,427,723
250,539a88e6ce009eee5398bdbada60ff23.png,10.6084/m9.figshare.12230402,3975,LSIL,40,774
249,bd7e1530680d11547db567150fa7c403.png,10.6084/m9.figshare.12230396,3976,Negative for intraepithelial lesion,248,132
249,bd7e1530680d11547db567150fa7c403.png,10.6084/m9.figshare.12230396,3977,Negative for intraepithelial lesion,149,196
249,bd7e1530680d11547db567150fa7c403.png,10.6084/m9.figshare.12230396,3978,Negative for intraepithelial lesion,143,331
249,bd7e1530680d11547db567150fa7c403.png,10.6084/m9.figshare.12230396,3979,Negative for intraepithelial lesion,333,275
249,bd7e1530680d11547db567150fa7c403.png,10.6084/m9.figshare.12230396,3980,Negative for intraepithelial lesion,472,151
249,bd7e1530680d11547db567150fa7c403.png,10.6084/m9.figshare.12230396,3981,Negative for intraepithelial lesion,659,203
249,bd7e1530680d11547db567150fa7c403.png,10.6084/m9.figshare.12230396,3982,Negative for intraepithelial lesion,932,68
249,bd7e1530680d11547db567150fa7c403.png,10.6084/m9.figshare.12230396,3983,Negative for intraepithelial lesion,903,208
249,bd7e1530680d11547db567150fa7c403.png,10.6084/m9.figshare.12230396,3984,Negative for intraepithelial lesion,770,335
249,bd7e1530680d11547db567150fa7c403.png,10.6084/m9.figshare.12230396,3985,Negative for intraepithelial lesion,403,972
249,bd7e1530680d11547db567150fa7c403.png,10.6084/m9.figshare.12230396,3986,Negative for intraepithelial lesion,302,864
249,bd7e1530680d11547db567150fa7c403.png,10.6084/m9.figshare.12230396,3987,Negative for intraepithelial lesion,259,674
249,bd7e1530680d11547db567150fa7c403.png,10.6084/m9.figshare.12230396,3988,Negative for intraepithelial lesion,552,807
249,bd7e1530680d11547db567150fa7c403.png,10.6084/m9.figshare.12230396,3989,Negative for intraepithelial lesion,690,870
249,bd7e1530680d11547db567150fa7c403.png,10.6084/m9.figshare.12230396,3990,Negative for intraepithelial lesion,892,899
249,bd7e1530680d11547db567150fa7c403.png,10.6084/m9.figshare.12230396,3991,Negative for intraepithelial lesion,950,956
249,bd7e1530680d11547db567150fa7c403.png,10.6084/m9.figshare.12230396,3992,Negative for intraepithelial lesion,962,793
249,bd7e1530680d11547db567150fa7c403.png,10.6084/m9.figshare.12230396,3993,Negative for intraepithelial lesion,1182,514
249,bd7e1530680d11547db567150fa7c403.png,10.6084/m9.figshare.12230396,3994,Negative for intraepithelial lesion,844,484
249,bd7e1530680d11547db567150fa7c403.png,10.6084/m9.figshare.12230396,3995,Negative for intraepithelial lesion,703,567
249,bd7e1530680d11547db567150fa7c403.png,10.6084/m9.figshare.12230396,3996,Negative for intraepithelial lesion,673,698
249,bd7e1530680d11547db567150fa7c403.png,10.6084/m9.figshare.12230396,3997,Negative for intraepithelial lesion,371,534
249,bd7e1530680d11547db567150fa7c403.png,10.6084/m9.figshare.12230396,3998,Negative for intraepithelial lesion,364,424
249,bd7e1530680d11547db567150fa7c403.png,10.6084/m9.figshare.12230396,3999,Negative for intraepithelial lesion,382,340
249,bd7e1530680d11547db567150fa7c403.png,10.6084/m9.figshare.12230396,4000,Negative for intraepithelial lesion,237,398
249,bd7e1530680d11547db567150fa7c403.png,10.6084/m9.figshare.12230396,4001,Negative for intraepithelial lesion,189,491
249,bd7e1530680d11547db567150fa7c403.png,10.6084/m9.figshare.12230396,4002,Negative for intraepithelial lesion,100,547
249,bd7e1530680d11547db567150fa7c403.png,10.6084/m9.figshare.12230396,4003,LSIL,499,562
249,bd7e1530680d11547db567150fa7c403.png,10.6084/m9.figshare.12230396,4004,LSIL,516,627
249,bd7e1530680d11547db567150fa7c403.png,10.6084/m9.figshare.12230396,4005,LSIL,1049,662
249,bd7e1530680d11547db567150fa7c403.png,10.6084/m9.figshare.12230396,4006,LSIL,911,375
249,bd7e1530680d11547db567150fa7c403.png,10.6084/m9.figshare.12230396,4007,LSIL,796,141
249,bd7e1530680d11547db567150fa7c403.png,10.6084/m9.figshare.12230396,4008,LSIL,628,519
249,bd7e1530680d11547db567150fa7c403.png,10.6084/m9.figshare.12230396,4009,LSIL,633,508
249,bd7e1530680d11547db567150fa7c403.png,10.6084/m9.figshare.12230396,4010,Negative for intraepithelial lesion,930,604
249,bd7e1530680d11547db567150fa7c403.png,10.6084/m9.figshare.12230396,4011,Negative for intraepithelial lesion,315,35
249,bd7e1530680d11547db567150fa7c403.png,10.6084/m9.figshare.12230396,4012,Negative for intraepithelial lesion,1268,23
