id_cel,label,area,compacidade,excentricidade
186,HSIL,20267,0.0207,0.49
187,HSIL,20196,0.0179,0.94
188,HSIL,25257,0.0181,1.15
189,HSIL,21915,0.0272,0.75
190,HSIL,21455,0.0222,0.72
191,HSIL,30626,0.0217,0.79
192,HSIL,20670,0.0141,0.93
193,HSIL,29223,0.0173,1.41
194,HSIL,31769,0.0178,0.69
195,HSIL,26355,0.0171,2.26
196,HSIL,23129,0.0254,1.99
197,HSIL,20461,0.0406,1.33
198,HSIL,24559,0.0392,1.18
199,HSIL,26079,0.0358,0.85
200,HSIL,25731,0.0251,0.86
201,HSIL,37360,0.0418,0.49
202,HSIL,27565,0.0425,1.96
203,HSIL,37927,0.0482,0.75
204,HSIL,34260,0.0253,0.99
205,HSIL,35729,0.0241,0.41
206,HSIL,29606,0.015,0.42
207,HSIL,33661,0.0237,0.67
208,HSIL,28697,0.021,1.7
209,HSIL,21298,0.0163,1.72
210,HSIL,22371,0.0177,2.52
211,HSIL,27209,0.0278,1.31
212,HSIL,22511,0.0285,1.17
213,HSIL,19784,0.0276,1.17
214,HSIL,16253,0.0199,1.51
215,HSIL,17794,0.0377,1.33
216,HSIL,18130,0.0297,0.97
217,HSIL,15987,0.0267,1.29
218,HSIL,22547,0.027,0.77
219,HSIL,841,0.0562,1.07
220,HSIL,4354,0.0204,1.31
221,HSIL,12700,0.0196,1.05
234,HSIL,15321,0.0321,0.55
235,HSIL,24851,0.0212,0.96
236,HSIL,21701,0.0294,1.22
237,HSIL,29093,0.0142,0.36
238,HSIL,1763,0.0563,2.11
239,HSIL,21296,0.0196,1.41
240,HSIL,19553,0.0161,1.28
241,HSIL,25690,0.0167,0.66
242,HSIL,15944,0.0179,1.28
243,HSIL,15835,0.0122,1.26
244,HSIL,12610,0.0209,0.97
245,HSIL,11659,0.0177,0.59
246,HSIL,13612,0.0184,1.0
247,HSIL,1561,0.0707,0.73
248,HSIL,26798,0.0153,0.73
249,HSIL,23284,0.0163,0.48
25,HSIL,6635,0.0156,0.94
250,HSIL,25551,0.0177,0.95
251,HSIL,30323,0.016,0.87
252,HSIL,32019,0.0162,0.45
253,HSIL,33698,0.0175,0.59
254,HSIL,33191,0.0279,0.35
255,HSIL,37613,0.0328,1.16
256,HSIL,32498,0.0335,0.89
257,HSIL,32413,0.0305,3.75
258,HSIL,35478,0.0361,1.07
259,HSIL,37831,0.051,0.59
26,HSIL,14375,0.0075,0.85
260,HSIL,21686,0.0173,1.37
261,HSIL,31072,0.0311,1.13
262,HSIL,21438,0.0169,1.33
263,HSIL,11854,0.0267,0.46
264,HSIL,18946,0.0268,1.36
265,HSIL,15990,0.0238,2.14
266,HSIL,29454,0.0398,1.2
267,HSIL,23690,0.0241,1.03
268,HSIL,31194,0.039,0.89
269,HSIL,30100,0.0307,0.82
270,HSIL,32227,0.0326,1.08
271,HSIL,12994,0.0222,1.12
272,HSIL,20958,0.0258,1.02
273,HSIL,23074,0.0273,0.64
274,HSIL,15206,0.0484,1.14
275,HSIL,21707,0.0328,0.81
276,HSIL,30022,0.0412,0.32
277,HSIL,34244,0.0354,1.75
278,HSIL,25804,0.0444,1.36
279,HSIL,34162,0.0191,0.67
280,HSIL,18826,0.0371,1.06
281,HSIL,17923,0.0459,0.75
282,HSIL,35270,0.0287,0.35
283,HSIL,33552,0.0481,1.06
284,HSIL,28826,0.0211,1.52
285,HSIL,19462,0.0216,0.51
286,HSIL,31386,0.0187,0.66
287,HSIL,33255,0.0347,0.75
288,HSIL,27261,0.0244,1.28
289,HSIL,29899,0.0224,1.0
290,HSIL,32441,0.0281,1.33
291,HSIL,32439,0.0337,1.0
292,HSIL,22370,0.0169,1.46
293,HSIL,33067,0.0353,1.21
294,HSIL,33086,0.0292,0.7
295,HSIL,30480,0.0194,0.59
296,HSIL,28600,0.0432,0.97
297,HSIL,34624,0.0195,0.52
298,HSIL,36604,0.031,0.73
299,HSIL,38606,0.0458,0.5
300,HSIL,36442,0.0321,0.8
301,HSIL,33574,0.0247,1.05
302,HSIL,29597,0.0202,1.1
303,HSIL,29295,0.0186,0.73
304,HSIL,35017,0.0375,1.0
305,HSIL,20246,0.0105,0.58
306,HSIL,25086,0.015,0.7
307,HSIL,27250,0.0134,1.39
308,HSIL,28775,0.0156,0.67
309,HSIL,21945,0.0138,1.84
310,HSIL,21262,0.028,1.73
311,HSIL,25556,0.0329,1.35
312,HSIL,20891,0.0137,0.96
313,HSIL,33201,0.031,0.67
314,HSIL,31552,0.0306,4.41
315,HSIL,31420,0.0252,0.94
316,HSIL,36087,0.0293,1.26
317,HSIL,35046,0.0203,0.46
318,HSIL,20439,0.0246,1.44
321,HSIL,13791,0.0092,1.62
322,HSIL,22433,0.0166,1.51
325,HSIL,25515,0.0219,1.54
326,HSIL,37995,0.0463,0.82
327,HSIL,31216,0.0334,0.66
328,HSIL,36173,0.0324,0.63
333,HSIL,2751,0.0564,1.04
334,HSIL,12920,0.0115,0.85
335,HSIL,1896,0.0707,0.62
336,HSIL,12758,0.0201,0.87
337,HSIL,21994,0.0247,0.71
338,HSIL,26013,0.0225,0.77
339,HSIL,21646,0.0136,0.58
340,HSIL,18835,0.0244,1.28
341,HSIL,24430,0.0114,0.33
342,HSIL,24928,0.0108,0.61
343,HSIL,22952,0.0231,1.46
344,HSIL,14890,0.0331,0.69
345,HSIL,35131,0.0406,1.17
346,HSIL,28861,0.023,0.67
347,HSIL,23874,0.0112,1.19
348,HSIL,20157,0.0117,1.05
349,HSIL,27776,0.0146,0.74
350,HSIL,29713,0.0225,0.69
351,HSIL,36573,0.0386,0.82
352,HSIL,35978,0.0334,0.62
353,HSIL,32127,0.0214,0.5
354,HSIL,25570,0.0186,0.77
355,HSIL,6172,0.0387,0.88
356,HSIL,11864,0.0315,0.81
357,HSIL,18587,0.0082,0.83
358,HSIL,22112,0.0142,0.98
359,HSIL,17981,0.0203,0.77
360,HSIL,10119,0.0235,1.19
361,HSIL,16955,0.0199,0.72
362,HSIL,27686,0.0159,0.47
363,HSIL,25585,0.019,1.31
364,HSIL,28473,0.0261,0.88
365,HSIL,32116,0.0336,0.67
366,HSIL,32445,0.026,0.37
367,HSIL,33495,0.031,0.89
368,HSIL,20361,0.0249,1.14
369,HSIL,22224,0.0161,0.82
370,HSIL,27616,0.0144,0.75
371,HSIL,19922,0.0144,0.98
372,HSIL,26251,0.0193,0.98
373,HSIL,28293,0.023,0.66
374,HSIL,10401,0.0144,0.93
375,HSIL,17973,0.026,1.02
376,HSIL,17108,0.0281,1.72
377,HSIL,24821,0.0275,0.72
378,HSIL,27012,0.0223,0.65
379,HSIL,15138,0.0199,1.42
380,HSIL,19436,0.0122,0.81
381,HSIL,38134,0.0359,0.33
382,HSIL,29131,0.0212,1.3
383,HSIL,25625,0.0214,1.29
384,HSIL,20323,0.0207,1.17
385,HSIL,4068,0.0548,1.41
386,HSIL,31561,0.0378,0.55
387,HSIL,25878,0.0137,1.12
388,HSIL,18641,0.0112,1.26
389,HSIL,30946,0.0192,0.94
390,HSIL,25676,0.0337,0.7
391,HSIL,34273,0.0255,0.49
392,HSIL,33716,0.0271,0.47
393,HSIL,34032,0.0261,0.71
394,HSIL,24718,0.0152,1.04
395,HSIL,18308,0.0161,0.52
396,HSIL,9834,0.0232,0.74
397,HSIL,36335,0.0194,0.98
398,HSIL,38268,0.0329,1.33
399,HSIL,34610,0.0187,0.7
400,HSIL,34189,0.0307,0.36
401,HSIL,31441,0.0139,1.0
402,HSIL,37900,0.0414,0.84
403,HSIL,38319,0.045,0.71
404,HSIL,30716,0.0126,0.75
405,HSIL,35506,0.0265,2.39
406,HSIL,37852,0.0539,2.01
407,HSIL,36903,0.0365,0.54
408,HSIL,30531,0.0164,0.44
409,HSIL,33034,0.0183,0.54
410,HSIL,36004,0.0251,0.69
411,HSIL,33204,0.0334,0.45
412,HSIL,38339,0.0571,0.96
413,HSIL,33700,0.0361,0.91
414,HSIL,26812,0.0161,0.71
415,HSIL,31730,0.0184,0.69
416,HSIL,21814,0.0151,0.57
417,HSIL,31545,0.0282,0.89
418,HSIL,36765,0.0404,1.12
419,HSIL,27379,0.0149,0.87
420,HSIL,35292,0.0232,0.41
421,HSIL,30550,0.0227,1.07
422,HSIL,26998,0.0243,0.88
423,HSIL,14751,0.024,1.8
424,HSIL,27322,0.0292,1.94
425,HSIL,38233,0.0625,1.26
426,HSIL,38454,0.0455,0.47
427,HSIL,26530,0.0212,0.76
428,HSIL,38737,0.0492,0.46
448,HSIL,17843,0.0169,1.06
449,HSIL,29334,0.0251,0.76
450,HSIL,30462,0.0158,0.57
451,HSIL,19581,0.0069,0.97
452,HSIL,30130,0.0245,1.23
453,HSIL,23042,0.0157,1.04
454,HSIL,14142,0.0195,1.32
455,HSIL,24018,0.0349,1.1
456,HSIL,26907,0.036,1.35
457,HSIL,20001,0.0343,2.73
458,HSIL,34721,0.0174,0.91
459,HSIL,36818,0.0234,0.6
460,HSIL,37233,0.0232,1.03
461,HSIL,36948,0.0243,0.74
462,HSIL,35185,0.0258,0.91
463,HSIL,27908,0.0332,1.22
464,HSIL,32190,0.0458,1.63
465,HSIL,30357,0.0309,1.14
466,HSIL,17680,0.0315,0.68
467,HSIL,24906,0.0268,0.76
468,HSIL,18768,0.0275,1.27
469,HSIL,21993,0.0414,1.35
470,HSIL,34395,0.0435,0.75
471,HSIL,34869,0.0175,0.56
472,HSIL,34979,0.024,0.83
473,HSIL,29696,0.0136,0.62
474,HSIL,30232,0.0214,0.95
475,HSIL,17384,0.0142,1.38
476,HSIL,9123,0.0141,0.73
477,HSIL,21793,0.0232,1.19
478,HSIL,28274,0.0234,0.65
479,HSIL,30709,0.0244,0.36
480,HSIL,21543,0.0241,1.15
481,HSIL,22096,0.0457,2.09
482,HSIL,32228,0.0414,0.69
483,HSIL,26377,0.0428,16.6
484,HSIL,36167,0.03,0.44
485,HSIL,22472,0.0473,1.47
486,HSIL,23210,0.0552,3.22
487,HSIL,30691,0.0465,1.73
488,HSIL,31604,0.051,3.79
489,HSIL,24191,0.055,1.24
490,HSIL,20815,0.033,1.3
491,HSIL,22974,0.0317,1.04
492,HSIL,34007,0.0532,0.88
493,HSIL,32067,0.034,1.21
494,HSIL,21480,0.023,1.4
495,HSIL,24199,0.0176,1.09
496,HSIL,12516,0.0195,0.66
497,HSIL,19424,0.0143,0.91
498,HSIL,19384,0.0137,0.82
499,HSIL,29680,0.022,0.55
500,HSIL,33029,0.0252,0.7
501,HSIL,31425,0.0261,1.87
502,HSIL,28545,0.0314,0.69
503,HSIL,35303,0.0268,0.84
504,HSIL,31823,0.0412,1.77
505,HSIL,20168,0.0346,1.39
506,HSIL,11341,0.0303,6.21
507,HSIL,30531,0.0327,0.57
508,HSIL,27536,0.0374,1.41
509,HSIL,19094,0.0249,2.4
510,HSIL,19620,0.0515,0.84
511,HSIL,21288,0.0458,1.66
512,HSIL,39546,0.05,2.08
513,HSIL,36899,0.0346,0.56
514,HSIL,39360,0.0513,0.71
515,HSIL,37655,0.0392,0.85
516,HSIL,37278,0.0398,0.6
517,HSIL,38133,0.0364,0.44
518,HSIL,36889,0.0297,1.15
519,HSIL,20356,0.0144,0.68
520,HSIL,37528,0.029,0.32
521,HSIL,33365,0.0323,1.17
522,HSIL,37418,0.0477,1.36
523,HSIL,39285,0.0577,1.65
524,HSIL,38053,0.0346,1.58
525,HSIL,39203,0.0527,1.07
526,HSIL,36377,0.04,0.7
587,HSIL,2114,0.0681,0.88
588,HSIL,2966,0.0627,1.55
589,HSIL,5867,0.0344,3.24
590,HSIL,14967,0.0147,1.04
591,HSIL,5145,0.0166,0.58
592,HSIL,11394,0.0187,1.04
593,HSIL,8778,0.018,0.62
594,HSIL,28178,0.0287,0.54
595,HSIL,8090,0.016,1.7
596,HSIL,29523,0.0245,1.59
597,HSIL,23539,0.0316,2.21
598,HSIL,21283,0.0182,1.4
599,HSIL,21351,0.0147,1.62
600,HSIL,20585,0.0133,1.51
601,HSIL,19110,0.0309,1.14
602,HSIL,18755,0.0163,1.04
603,HSIL,21368,0.0115,0.91
604,HSIL,18337,0.0121,0.93
605,HSIL,19058,0.0425,2.17
606,HSIL,20892,0.0286,0.45
607,HSIL,19814,0.0287,0.32
608,HSIL,13466,0.034,0.69
609,HSIL,34410,0.0165,0.51
610,HSIL,10003,0.0357,0.94
611,HSIL,25814,0.0126,0.26
612,HSIL,21489,0.0107,1.3
613,HSIL,28504,0.0195,1.23
614,HSIL,27092,0.0112,0.41
615,HSIL,18717,0.0106,0.95
616,HSIL,25156,0.0191,1.5
617,HSIL,16980,0.0138,1.52
618,HSIL,17410,0.0332,0.93
619,HSIL,11251,0.036,1.26
620,HSIL,1749,0.0628,0.94
621,HSIL,3237,0.0281,2.32
622,HSIL,14542,0.0161,0.65
623,HSIL,6135,0.014,0.89
624,HSIL,5692,0.017,0.66
625,HSIL,4103,0.0255,0.42
626,HSIL,1011,0.0624,1.03
68,HSIL,15040,0.0109,0.91
69,HSIL,18682,0.0054,0.44
70,HSIL,7170,0.0118,1.22
71,HSIL,3673,0.0161,1.37
72,HSIL,13238,0.0056,0.85
75,HSIL,4718,0.0324,2.05
76,HSIL,3104,0.0098,0.71
7604,HSIL,3257,0.0466,1.06
7605,HSIL,3730,0.0282,0.71
7606,HSIL,1154,0.0606,1.85
7607,HSIL,3133,0.038,1.12
7643,HSIL,2593,0.0654,0.88
7644,HSIL,13485,0.0139,0.82
7645,HSIL,1194,0.0536,0.9
7646,HSIL,1842,0.0429,0.79
7647,HSIL,1793,0.0373,1.73
7648,HSIL,1403,0.0626,0.52
7649,HSIL,2208,0.0501,2.04
7653,HSIL,2176,0.0663,1.05
7662,HSIL,23016,0.0338,0.65
7663,HSIL,5167,0.0267,2.14
7664,HSIL,4932,0.0295,2.2
7665,HSIL,9004,0.0235,0.99
7666,HSIL,16359,0.0327,1.5
7667,HSIL,15249,0.0199,1.09
7668,HSIL,17106,0.0163,0.83
7682,HSIL,8542,0.0227,1.23
7683,HSIL,5699,0.0461,3.24
7684,HSIL,18395,0.0316,1.39
7685,HSIL,16688,0.0259,1.29
7686,HSIL,21197,0.0222,0.91
7699,HSIL,14708,0.0121,1.3
77,HSIL,3336,0.0208,2.35
7700,HSIL,4198,0.0626,1.0
7701,HSIL,15540,0.0092,1.08
7702,HSIL,2415,0.0407,1.73
7703,HSIL,1573,0.0373,1.06
7704,HSIL,4185,0.0338,1.92
7705,HSIL,16574,0.0105,0.92
7706,HSIL,9450,0.0141,1.43
7707,HSIL,1420,0.0618,0.22
7721,HSIL,7019,0.0391,0.82
7722,HSIL,1830,0.0331,2.16
7723,HSIL,2308,0.0546,0.75
7725,HSIL,1905,0.0459,1.08
7726,HSIL,11280,0.0194,1.79
7728,HSIL,2305,0.0458,0.79
7754,HSIL,869,0.0692,1.0
7755,HSIL,597,0.069,1.18
7756,HSIL,2613,0.0161,1.9
7757,HSIL,946,0.0724,0.7
7758,HSIL,2805,0.0694,0.83
7759,HSIL,826,0.0613,0.92
7760,HSIL,1277,0.0659,0.59
7761,HSIL,5891,0.0154,2.1
7762,HSIL,930,0.0675,0.81
7763,HSIL,1093,0.0671,1.24
7764,HSIL,3175,0.0383,1.32
7778,HSIL,10744,0.0328,1.5
7779,HSIL,12904,0.0276,1.69
7780,HSIL,8593,0.0168,1.05
7781,HSIL,1190,0.0398,2.52
7782,HSIL,12512,0.01,2.19
7783,HSIL,15568,0.0178,2.63
7784,HSIL,21749,0.0154,1.34
7785,HSIL,8306,0.0164,1.56
7786,HSIL,4618,0.0293,1.65
7787,HSIL,416,0.0676,1.07
7788,HSIL,16579,0.0459,3.66
7789,HSIL,18320,0.0434,2.68
7794,HSIL,3461,0.0254,2.24
7795,HSIL,3955,0.0358,2.01
7798,HSIL,11984,0.0149,1.01
7799,HSIL,9784,0.0145,0.24
7800,HSIL,7814,0.0298,0.36
7801,HSIL,12368,0.016,1.18
7802,HSIL,12271,0.016,0.88
7803,HSIL,9687,0.0241,0.5
7804,HSIL,8230,0.0249,1.72
7805,HSIL,8391,0.0194,1.83
7806,HSIL,8359,0.0186,1.74
7807,HSIL,6635,0.0297,1.27
7808,HSIL,13863,0.0179,1.75
7809,HSIL,25772,0.0146,0.9
7810,HSIL,20059,0.0138,1.12
7811,HSIL,13405,0.0138,0.83
7812,HSIL,25959,0.0112,1.11
7813,HSIL,18534,0.027,0.41
7814,HSIL,18240,0.02,0.65
7815,HSIL,8919,0.0161,1.65
7816,HSIL,4473,0.0271,0.51
7817,HSIL,17192,0.0146,0.84
7818,HSIL,16786,0.0126,0.7
7824,HSIL,958,0.0727,0.53
7825,HSIL,1801,0.069,0.94
7834,HSIL,4678,0.0254,2.66
7835,HSIL,13304,0.0074,1.1
7836,HSIL,13709,0.0135,1.13
7837,HSIL,4592,0.0423,1.93
7838,HSIL,15517,0.0158,1.06
7839,HSIL,1083,0.0702,0.62
7840,HSIL,2921,0.0219,2.66
7841,HSIL,2049,0.0423,1.48
7842,HSIL,30145,0.0155,0.74
7843,HSIL,23166,0.025,0.8
7844,HSIL,7271,0.0124,1.72
7845,HSIL,30639,0.0118,0.36
7846,HSIL,30483,0.0164,0.72
7847,HSIL,32256,0.0129,0.35
7848,HSIL,26114,0.008,0.48
7849,HSIL,17468,0.0071,0.85
7850,HSIL,36728,0.0254,0.39
7851,HSIL,29128,0.0102,0.72
7852,HSIL,22282,0.0148,1.2
7853,HSIL,23328,0.012,0.51
7854,HSIL,23013,0.0267,0.95
7855,HSIL,8550,0.0197,0.61
7856,HSIL,17647,0.0162,0.77
7857,HSIL,21265,0.0189,0.57
7858,HSIL,18201,0.026,0.63
7859,HSIL,26988,0.021,0.87
7860,HSIL,22943,0.0105,0.53
7861,HSIL,25605,0.0377,2.16
7862,HSIL,27423,0.01,0.46
7863,HSIL,17861,0.0105,0.84
7864,HSIL,17076,0.012,1.23
7865,HSIL,18796,0.0118,0.82
7866,HSIL,10711,0.0139,0.91
7867,HSIL,17167,0.0124,1.52
7868,HSIL,5242,0.0155,2.38
7869,HSIL,15289,0.0122,0.6
7870,HSIL,4183,0.0168,1.93
7871,HSIL,6843,0.0118,1.03
7872,HSIL,3654,0.0483,1.04
7878,HSIL,11066,0.0098,1.31
7879,HSIL,8049,0.0082,0.48
7880,HSIL,23903,0.0078,0.69
7881,HSIL,8946,0.007,0.8
7882,HSIL,12505,0.0109,1.21
7883,HSIL,1593,0.0616,0.85
7884,HSIL,5960,0.0215,2.73
7886,HSIL,690,0.073,0.62
7888,HSIL,3416,0.0292,1.61
7889,HSIL,3590,0.0137,1.68
7890,HSIL,1090,0.0652,0.6
7891,HSIL,1599,0.0499,0.8
7892,HSIL,966,0.0704,0.73
7893,HSIL,13779,0.016,1.21
7894,HSIL,1587,0.0418,1.43
7899,HSIL,1121,0.0672,0.87
7900,HSIL,3286,0.0485,1.32
7901,HSIL,3207,0.0489,1.46
7905,HSIL,1327,0.0415,2.79
7906,HSIL,2907,0.0232,0.62
7907,HSIL,1234,0.0608,1.25
7908,HSIL,2327,0.031,1.81
7909,HSIL,1646,0.0707,0.33
7913,HSIL,10366,0.0226,1.62
7927,HSIL,6334,0.0197,0.84
7928,HSIL,6163,0.0194,0.92
7929,HSIL,6540,0.0209,0.87
7930,HSIL,5965,0.0193,0.95
7932,HSIL,15309,0.0174,0.5
7933,HSIL,13400,0.0183,0.94
7934,HSIL,15922,0.0151,1.51
7935,HSIL,26494,0.0188,0.92
7936,HSIL,11123,0.0092,0.75
7937,HSIL,24993,0.0115,0.35
7938,HSIL,26635,0.0115,0.44
7939,HSIL,20709,0.0123,0.62
7940,HSIL,13586,0.0202,1.25
7941,HSIL,8642,0.0145,1.42
7942,HSIL,8327,0.0321,1.19
7943,HSIL,953,0.0671,0.76
7944,HSIL,11236,0.0406,1.01
7945,HSIL,13412,0.0261,0.3
7946,HSIL,12377,0.0319,0.95
7947,HSIL,4534,0.0278,1.43
7952,HSIL,7155,0.0164,0.85
7953,HSIL,18994,0.0147,0.95
7957,HSIL,1115,0.0571,1.13
7958,HSIL,4307,0.0192,3.35
7959,HSIL,891,0.0643,1.15
7960,HSIL,2915,0.0455,1.96
7961,HSIL,2383,0.0387,2.13
7962,HSIL,8393,0.0181,0.4
7963,HSIL,9201,0.0155,1.07
7964,HSIL,7980,0.0159,0.45
7965,HSIL,1578,0.0603,1.18
7966,HSIL,6388,0.0158,0.55
7967,HSIL,4072,0.0193,1.17
7969,HSIL,3541,0.0235,1.01
7970,HSIL,1327,0.0429,1.51
7971,HSIL,6248,0.0196,1.91
7972,HSIL,1792,0.032,1.89
7986,HSIL,2347,0.0624,1.63
7987,HSIL,10885,0.0362,0.78
7988,HSIL,14276,0.0267,0.72
7989,HSIL,14733,0.0246,1.01
7990,HSIL,19382,0.0303,1.02
7991,HSIL,13506,0.0286,1.04
7992,HSIL,9992,0.0365,1.18
7993,HSIL,15771,0.0051,0.55
8009,HSIL,7808,0.0195,0.57
8010,HSIL,643,0.069,0.92
8011,HSIL,2175,0.0288,1.34
8012,HSIL,1490,0.0462,2.2
8016,HSIL,10913,0.0123,1.78
8017,HSIL,12337,0.0192,1.87
8018,HSIL,1264,0.0681,0.91
8019,HSIL,914,0.0711,0.65
8020,HSIL,2060,0.0525,1.48
8021,HSIL,3105,0.0198,1.49
8022,HSIL,6278,0.024,1.4
8023,HSIL,5830,0.0221,1.6
8024,HSIL,5996,0.0226,1.61
8025,HSIL,5730,0.0215,1.63
8026,HSIL,7502,0.0095,2.42
8027,HSIL,2458,0.0272,1.68
8028,HSIL,3607,0.0256,2.59
8029,HSIL,1277,0.0724,0.39
8030,HSIL,1237,0.072,0.48
8031,HSIL,1568,0.0249,1.66
8059,HSIL,19630,0.0088,0.66
8060,HSIL,22825,0.0055,0.67
8061,HSIL,21798,0.0066,0.44
8062,HSIL,31571,0.0166,0.68
8063,HSIL,18693,0.0059,0.89
8064,HSIL,21867,0.0116,0.32
8065,HSIL,16171,0.0113,0.79
8066,HSIL,31187,0.0102,0.62
8067,HSIL,29778,0.0082,0.3
8068,HSIL,27983,0.0086,0.32
8069,HSIL,26592,0.0052,0.28
8070,HSIL,17645,0.0093,0.56
8071,HSIL,23600,0.0077,0.58
8072,HSIL,25633,0.0072,0.65
8073,HSIL,9414,0.018,1.22
8074,HSIL,19031,0.0223,1.04
8075,HSIL,2157,0.0724,0.57
8076,HSIL,17330,0.0089,0.7
8077,HSIL,11130,0.0099,1.58
8078,HSIL,11863,0.015,1.37
8079,HSIL,7430,0.0163,0.66
8080,HSIL,7326,0.0164,0.62
8081,HSIL,17106,0.01,1.02
8082,HSIL,920,0.054,1.63
8083,HSIL,882,0.0572,1.69
8084,HSIL,8550,0.0108,0.92
8085,HSIL,466,0.0545,1.75
8086,HSIL,8024,0.0088,1.14
8087,HSIL,8201,0.0089,0.92
8088,HSIL,14226,0.0168,0.94
8089,HSIL,26568,0.0509,0.85
8090,HSIL,8019,0.0159,1.7
8091,HSIL,15805,0.0092,0.71
8092,HSIL,13352,0.0102,0.63
8093,HSIL,9468,0.0253,0.95
8094,HSIL,532,0.0536,2.49
8095,HSIL,8354,0.0201,1.58
8096,HSIL,15977,0.022,0.82
8097,HSIL,10792,0.0153,0.57
8098,HSIL,18866,0.0066,0.8
8099,HSIL,18469,0.0145,0.59
81,HSIL,9872,0.0123,0.81
8100,HSIL,13667,0.0111,1.23
8201,HSIL,19957,0.0092,0.6
8202,HSIL,7901,0.0091,1.45
8203,HSIL,8533,0.0091,1.61
8204,HSIL,2342,0.0361,2.33
8205,HSIL,2030,0.0648,1.05
8206,HSIL,11866,0.0038,0.7
8207,HSIL,16059,0.01,0.85
8208,HSIL,14588,0.0119,0.99
8209,HSIL,14099,0.0266,1.46
8226,HSIL,14535,0.0182,1.22
8227,HSIL,20326,0.0171,1.0
8228,HSIL,3217,0.0667,0.76
8229,HSIL,16024,0.017,0.87
8230,HSIL,19353,0.0165,1.0
8231,HSIL,20996,0.0179,1.55
8232,HSIL,22926,0.0209,1.05
8233,HSIL,22187,0.0092,0.28
8234,HSIL,26488,0.0096,0.73
8235,HSIL,22991,0.0111,0.52
8236,HSIL,25956,0.0148,0.59
8237,HSIL,12732,0.0112,0.93
8238,HSIL,35295,0.0206,1.18
8239,HSIL,22023,0.0112,0.49
8240,HSIL,25975,0.0145,1.29
8241,HSIL,28827,0.0135,0.62
8242,HSIL,25007,0.0214,0.87
8243,HSIL,23064,0.016,0.57
8244,HSIL,18928,0.0185,0.82
8245,HSIL,6511,0.0176,0.32
8246,HSIL,22157,0.0179,3.0
8247,HSIL,24775,0.0222,1.26
8248,HSIL,13355,0.0245,0.79
8249,HSIL,16299,0.0264,0.57
8250,HSIL,32643,0.0307,0.69
8251,HSIL,24307,0.0269,1.2
8252,HSIL,26283,0.0236,1.61
8253,HSIL,22145,0.0214,0.92
8254,HSIL,18341,0.023,1.19
8255,HSIL,12632,0.028,0.69
8256,HSIL,25612,0.019,0.73
8257,HSIL,29715,0.0245,0.48
8258,HSIL,25915,0.0258,0.91
8259,HSIL,23135,0.0164,0.73
8260,HSIL,29481,0.0173,1.38
8261,HSIL,32085,0.0334,1.44
8262,HSIL,22655,0.0182,2.5
8263,HSIL,25771,0.0232,0.89
8264,HSIL,1172,0.0516,0.6
8265,HSIL,13440,0.0093,1.0
8266,HSIL,2756,0.04,2.09
8267,HSIL,961,0.0661,1.24
8268,HSIL,10554,0.0089,1.43
8269,HSIL,7388,0.0254,1.62
8270,HSIL,16893,0.0079,0.93
8271,HSIL,17801,0.0167,0.82
8272,HSIL,35671,0.0397,0.58
8273,HSIL,36847,0.028,0.48
8274,HSIL,31056,0.0209,0.53
8276,HSIL,2813,0.0145,1.24
8277,HSIL,16863,0.0238,1.08
8278,HSIL,19272,0.0322,2.04
8279,HSIL,19532,0.0267,2.68
8280,HSIL,28578,0.0291,0.78
8281,HSIL,25679,0.031,1.29
8282,HSIL,15510,0.0141,1.1
8283,HSIL,27976,0.0407,3.63
8284,HSIL,27548,0.0159,0.66
8285,HSIL,32212,0.0254,0.73
8286,HSIL,30626,0.0294,0.9
8287,HSIL,20193,0.0471,1.81
8288,HSIL,25532,0.0259,1.06
8289,HSIL,27454,0.0238,0.84
8290,HSIL,22172,0.0197,0.85
8291,HSIL,21803,0.0095,0.72
8292,HSIL,29344,0.0192,0.41
8293,HSIL,28990,0.0219,1.03
8294,HSIL,22860,0.0301,1.25
8295,HSIL,21899,0.0223,0.97
8296,HSIL,26792,0.0289,1.67
8297,HSIL,24322,0.0177,0.75
8298,HSIL,30806,0.0141,0.22
8299,HSIL,25879,0.0171,0.79
8300,HSIL,36767,0.0346,0.54
8301,HSIL,39450,0.0527,2.12
8302,HSIL,28922,0.0112,0.79
8303,HSIL,37145,0.0334,0.7
8304,HSIL,32374,0.0161,0.99
8305,HSIL,26567,0.0188,0.35
8306,HSIL,29085,0.0163,0.77
8307,HSIL,35411,0.0201,0.51
8308,HSIL,23268,0.0105,0.75
8309,HSIL,24794,0.0264,1.32
8310,HSIL,20056,0.0243,1.34
8311,HSIL,25692,0.0283,1.07
8312,HSIL,30814,0.0236,0.68
8313,HSIL,16481,0.0272,1.6
8314,HSIL,29452,0.0165,0.8
8315,HSIL,33389,0.0204,1.39
8316,HSIL,21127,0.0098,1.1
8317,HSIL,34125,0.0185,0.66
8318,HSIL,33821,0.015,0.33
8319,HSIL,32269,0.0269,1.59
8320,HSIL,27797,0.0288,0.87
8321,HSIL,28097,0.0125,0.66
8322,HSIL,32841,0.0235,0.89
8323,HSIL,27562,0.0208,0.84
8324,HSIL,27188,0.0203,0.41
8325,HSIL,24786,0.0312,1.01
8326,HSIL,30875,0.0281,0.79
8327,HSIL,21219,0.0193,1.19
8328,HSIL,26978,0.0278,1.65
